image_path,label
augmented_set/2007_rotate.jpg,70
augmented_set/1309_original.jpg,44
augmented_set/2840_noise.jpg,109
augmented_set/2477_original.jpg,91
augmented_set/675_original.jpg,23
augmented_set/362_brighten.jpg,13
augmented_set/480_rotate.jpg,16
augmented_set/760_translate.jpg,26
augmented_set/2071_rotate.jpg,73
augmented_set/2334_noise.jpg,84
augmented_set/2747_original.jpg,104
augmented_set/3798_noise.jpg,181
augmented_set/2402_cutmix.jpg,87
augmented_set/277_noise.jpg,10
augmented_set/1558_flip.jpg,53
augmented_set/331_translate.jpg,12
augmented_set/2609_noise.jpg,97
augmented_set/2049_cutmix.jpg,72
augmented_set/3921_original.jpg,199
augmented_set/2433_rotate.jpg,89
augmented_set/3688_selfaugment.jpg,168
augmented_set/1848_rotate.jpg,64
augmented_set/582_cutthumbnail.jpg,20
augmented_set/973_flip.jpg,33
augmented_set/3870_original.jpg,190
augmented_set/3318_translate.jpg,138
augmented_set/1106_flip.jpg,37
augmented_set/3123_translate.jpg,125
augmented_set/737_cutmix.jpg,25
augmented_set/3529_flip.jpg,154
augmented_set/2785_cutmix.jpg,106
augmented_set/136_selfaugment.jpg,4
augmented_set/581_brighten.jpg,20
augmented_set/393_flip.jpg,14
augmented_set/2974_selfaugment.jpg,116
augmented_set/3512_cutthumbnail.jpg,152
augmented_set/3224_original.jpg,131
augmented_set/779_original.jpg,26
augmented_set/3608_brighten.jpg,160
augmented_set/3925_noise.jpg,200
augmented_set/1176_selfaugment.jpg,39
augmented_set/3481_cutthumbnail.jpg,150
augmented_set/2941_rotate.jpg,114
augmented_set/3115_cutmix.jpg,124
augmented_set/3683_selfaugment.jpg,168
augmented_set/2007_original.jpg,70
augmented_set/1840_noise.jpg,64
augmented_set/3205_cutthumbnail.jpg,130
augmented_set/2818_original.jpg,108
augmented_set/3632_translate.jpg,163
augmented_set/3424_rotate.jpg,145
augmented_set/3187_selfaugment.jpg,129
augmented_set/3382_original.jpg,142
augmented_set/3645_selfaugment.jpg,164
augmented_set/1615_cutmix.jpg,55
augmented_set/1978_original.jpg,69
augmented_set/3767_brighten.jpg,177
augmented_set/1316_original.jpg,44
augmented_set/3534_brighten.jpg,154
augmented_set/3913_selfaugment.jpg,198
augmented_set/877_flip.jpg,29
augmented_set/3467_translate.jpg,149
augmented_set/591_selfaugment.jpg,20
augmented_set/2245_rotate.jpg,80
augmented_set/3581_rotate.jpg,158
augmented_set/1074_cutthumbnail.jpg,36
augmented_set/3204_cutthumbnail.jpg,130
augmented_set/2372_flip.jpg,86
augmented_set/3078_cutthumbnail.jpg,122
augmented_set/3350_cutthumbnail.jpg,140
augmented_set/3060_noise.jpg,121
augmented_set/1634_selfaugment.jpg,56
augmented_set/3088_noise.jpg,123
augmented_set/3545_original.jpg,155
augmented_set/2745_cutmix.jpg,104
augmented_set/2357_noise.jpg,85
augmented_set/524_translate.jpg,18
augmented_set/1421_noise.jpg,48
augmented_set/2646_cutmix.jpg,99
augmented_set/3725_cutthumbnail.jpg,172
augmented_set/3857_flip.jpg,189
augmented_set/2651_cutmix.jpg,99
augmented_set/2878_cutthumbnail.jpg,111
augmented_set/2530_cutthumbnail.jpg,93
augmented_set/3608_selfaugment.jpg,160
augmented_set/3870_noise.jpg,190
augmented_set/2626_rotate.jpg,98
augmented_set/2055_rotate.jpg,72
augmented_set/2246_cutmix.jpg,80
augmented_set/3319_selfaugment.jpg,138
augmented_set/2034_noise.jpg,71
augmented_set/3440_cutmix.jpg,146
augmented_set/2084_noise.jpg,73
augmented_set/242_cutmix.jpg,9
augmented_set/404_brighten.jpg,14
augmented_set/3440_noise.jpg,146
augmented_set/3620_flip.jpg,162
augmented_set/2459_noise.jpg,90
augmented_set/3503_original.jpg,151
augmented_set/3495_flip.jpg,151
augmented_set/3565_selfaugment.jpg,157
augmented_set/2828_translate.jpg,108
augmented_set/3699_selfaugment.jpg,169
augmented_set/953_noise.jpg,32
augmented_set/2927_original.jpg,114
augmented_set/3492_cutmix.jpg,150
augmented_set/2341_cutmix.jpg,85
augmented_set/3582_cutmix.jpg,158
augmented_set/2654_noise.jpg,99
augmented_set/3428_cutthumbnail.jpg,146
augmented_set/63_cutmix.jpg,2
augmented_set/2871_cutmix.jpg,110
augmented_set/1133_translate.jpg,38
augmented_set/1973_cutmix.jpg,69
augmented_set/1898_rotate.jpg,66
augmented_set/3752_cutthumbnail.jpg,175
augmented_set/3898_cutthumbnail.jpg,195
augmented_set/3404_brighten.jpg,144
augmented_set/3770_brighten.jpg,177
augmented_set/3174_cutmix.jpg,128
augmented_set/3128_brighten.jpg,125
augmented_set/2479_selfaugment.jpg,91
augmented_set/2721_original.jpg,103
augmented_set/1812_rotate.jpg,63
augmented_set/3659_selfaugment.jpg,165
augmented_set/3224_translate.jpg,131
augmented_set/2021_rotate.jpg,71
augmented_set/3629_flip.jpg,162
augmented_set/3595_translate.jpg,159
augmented_set/3421_original.jpg,145
augmented_set/3784_flip.jpg,179
augmented_set/3113_rotate.jpg,124
augmented_set/3886_rotate.jpg,193
augmented_set/2743_original.jpg,104
augmented_set/3605_original.jpg,160
augmented_set/2981_cutmix.jpg,117
augmented_set/2973_brighten.jpg,116
augmented_set/2688_flip.jpg,101
augmented_set/2543_cutmix.jpg,94
augmented_set/1192_translate.jpg,40
augmented_set/3661_brighten.jpg,165
augmented_set/2146_brighten.jpg,76
augmented_set/2554_noise.jpg,94
augmented_set/3873_original.jpg,191
augmented_set/3887_original.jpg,193
augmented_set/3307_flip.jpg,137
augmented_set/3868_rotate.jpg,190
augmented_set/2847_rotate.jpg,109
augmented_set/3330_selfaugment.jpg,138
augmented_set/2787_original.jpg,106
augmented_set/2212_brighten.jpg,79
augmented_set/910_translate.jpg,30
augmented_set/980_original.jpg,33
augmented_set/2170_original.jpg,77
augmented_set/2540_selfaugment.jpg,94
augmented_set/2853_flip.jpg,109
augmented_set/2428_rotate.jpg,88
augmented_set/3742_cutthumbnail.jpg,174
augmented_set/362_rotate.jpg,13
augmented_set/3084_translate.jpg,123
augmented_set/2288_selfaugment.jpg,82
augmented_set/2747_cutthumbnail.jpg,104
augmented_set/1745_cutmix.jpg,60
augmented_set/2360_translate.jpg,85
augmented_set/2154_rotate.jpg,76
augmented_set/2905_brighten.jpg,112
augmented_set/3818_selfaugment.jpg,183
augmented_set/3725_brighten.jpg,172
augmented_set/3891_cutmix.jpg,194
augmented_set/1825_cutthumbnail.jpg,63
augmented_set/2591_cutmix.jpg,96
augmented_set/3144_cutthumbnail.jpg,126
augmented_set/2348_selfaugment.jpg,85
augmented_set/1080_cutthumbnail.jpg,36
augmented_set/3880_flip.jpg,192
augmented_set/2748_selfaugment.jpg,104
augmented_set/2800_original.jpg,107
augmented_set/3496_translate.jpg,151
augmented_set/1050_cutmix.jpg,35
augmented_set/1042_brighten.jpg,35
augmented_set/167_brighten.jpg,6
augmented_set/3552_flip.jpg,155
augmented_set/3581_cutmix.jpg,158
augmented_set/3590_translate.jpg,159
augmented_set/410_cutthumbnail.jpg,14
augmented_set/1753_flip.jpg,60
augmented_set/1576_cutmix.jpg,54
augmented_set/1825_translate.jpg,63
augmented_set/1820_cutmix.jpg,63
augmented_set/112_cutthumbnail.jpg,4
augmented_set/3014_translate.jpg,118
augmented_set/3714_original.jpg,171
augmented_set/3355_translate.jpg,140
augmented_set/157_rotate.jpg,5
augmented_set/1770_rotate.jpg,61
augmented_set/1039_translate.jpg,35
augmented_set/1856_translate.jpg,64
augmented_set/3699_original.jpg,169
augmented_set/478_noise.jpg,16
augmented_set/3891_flip.jpg,194
augmented_set/550_brighten.jpg,19
augmented_set/3395_cutmix.jpg,143
augmented_set/3306_noise.jpg,137
augmented_set/951_translate.jpg,32
augmented_set/3632_cutmix.jpg,163
augmented_set/3700_flip.jpg,169
augmented_set/3706_flip.jpg,170
augmented_set/1018_rotate.jpg,34
augmented_set/3411_brighten.jpg,144
augmented_set/2073_noise.jpg,73
augmented_set/2649_brighten.jpg,99
augmented_set/2534_flip.jpg,93
augmented_set/3885_cutmix.jpg,193
augmented_set/451_original.jpg,15
augmented_set/732_cutmix.jpg,25
augmented_set/3454_flip.jpg,148
augmented_set/3343_original.jpg,139
augmented_set/1141_original.jpg,38
augmented_set/3643_brighten.jpg,164
augmented_set/2112_brighten.jpg,75
augmented_set/2849_brighten.jpg,109
augmented_set/2175_rotate.jpg,77
augmented_set/1671_translate.jpg,57
augmented_set/412_original.jpg,14
augmented_set/3472_flip.jpg,149
augmented_set/3582_brighten.jpg,158
augmented_set/3373_translate.jpg,141
augmented_set/3922_rotate.jpg,200
augmented_set/640_translate.jpg,22
augmented_set/3899_rotate.jpg,195
augmented_set/229_original.jpg,9
augmented_set/789_original.jpg,27
augmented_set/2733_selfaugment.jpg,103
augmented_set/1453_translate.jpg,49
augmented_set/1751_cutmix.jpg,60
augmented_set/2578_original.jpg,96
augmented_set/2485_rotate.jpg,91
augmented_set/3372_original.jpg,141
augmented_set/137_rotate.jpg,4
augmented_set/1446_flip.jpg,49
augmented_set/3593_translate.jpg,159
augmented_set/2607_rotate.jpg,97
augmented_set/2209_flip.jpg,79
augmented_set/1234_cutmix.jpg,41
augmented_set/3624_original.jpg,162
augmented_set/3819_flip.jpg,183
augmented_set/1561_translate.jpg,53
augmented_set/1111_noise.jpg,37
augmented_set/1811_brighten.jpg,63
augmented_set/3818_cutmix.jpg,183
augmented_set/2343_original.jpg,85
augmented_set/3436_rotate.jpg,146
augmented_set/173_cutmix.jpg,6
augmented_set/1153_translate.jpg,39
augmented_set/1546_noise.jpg,53
augmented_set/3383_rotate.jpg,142
augmented_set/325_translate.jpg,11
augmented_set/3812_selfaugment.jpg,182
augmented_set/3621_selfaugment.jpg,162
augmented_set/859_rotate.jpg,29
augmented_set/3717_selfaugment.jpg,171
augmented_set/2421_selfaugment.jpg,88
augmented_set/1890_original.jpg,66
augmented_set/956_translate.jpg,32
augmented_set/3111_noise.jpg,124
augmented_set/2572_rotate.jpg,95
augmented_set/2384_translate.jpg,86
augmented_set/2569_brighten.jpg,95
augmented_set/3333_cutthumbnail.jpg,139
augmented_set/3159_rotate.jpg,127
augmented_set/3765_rotate.jpg,176
augmented_set/3136_translate.jpg,126
augmented_set/1920_original.jpg,67
augmented_set/2346_flip.jpg,85
augmented_set/1348_noise.jpg,45
augmented_set/2983_original.jpg,117
augmented_set/3371_noise.jpg,141
augmented_set/668_original.jpg,23
augmented_set/3871_cutmix.jpg,191
augmented_set/1121_noise.jpg,38
augmented_set/508_rotate.jpg,17
augmented_set/1268_noise.jpg,43
augmented_set/3472_cutmix.jpg,149
augmented_set/1559_rotate.jpg,53
augmented_set/2549_flip.jpg,94
augmented_set/3312_selfaugment.jpg,137
augmented_set/574_selfaugment.jpg,20
augmented_set/1564_flip.jpg,53
augmented_set/2727_cutmix.jpg,103
augmented_set/2577_original.jpg,95
augmented_set/3755_brighten.jpg,175
augmented_set/2945_rotate.jpg,115
augmented_set/3613_translate.jpg,161
augmented_set/3351_noise.jpg,140
augmented_set/521_selfaugment.jpg,18
augmented_set/2534_translate.jpg,93
augmented_set/3882_flip.jpg,192
augmented_set/2924_rotate.jpg,113
augmented_set/3831_cutmix.jpg,185
augmented_set/3373_brighten.jpg,141
augmented_set/3051_cutmix.jpg,121
augmented_set/3731_cutmix.jpg,173
augmented_set/1898_flip.jpg,66
augmented_set/920_flip.jpg,31
augmented_set/3809_cutmix.jpg,182
augmented_set/3688_rotate.jpg,168
augmented_set/1621_original.jpg,55
augmented_set/3041_cutthumbnail.jpg,120
augmented_set/306_translate.jpg,11
augmented_set/3441_flip.jpg,147
augmented_set/2957_noise.jpg,115
augmented_set/675_cutmix.jpg,23
augmented_set/3696_cutthumbnail.jpg,169
augmented_set/3799_cutmix.jpg,181
augmented_set/3695_cutthumbnail.jpg,169
augmented_set/162_original.jpg,6
augmented_set/3906_cutthumbnail.jpg,196
augmented_set/3372_flip.jpg,141
augmented_set/1164_cutmix.jpg,39
augmented_set/2835_rotate.jpg,109
augmented_set/1448_flip.jpg,49
augmented_set/1547_noise.jpg,53
augmented_set/2414_cutmix.jpg,88
augmented_set/3215_cutthumbnail.jpg,131
augmented_set/2734_selfaugment.jpg,103
augmented_set/1538_brighten.jpg,52
augmented_set/919_noise.jpg,31
augmented_set/3602_rotate.jpg,160
augmented_set/3880_translate.jpg,192
augmented_set/1597_original.jpg,54
augmented_set/1871_flip.jpg,65
augmented_set/3918_cutmix.jpg,199
augmented_set/2220_noise.jpg,79
augmented_set/3682_translate.jpg,168
augmented_set/977_noise.jpg,33
augmented_set/3913_cutmix.jpg,198
augmented_set/796_rotate.jpg,27
augmented_set/3351_translate.jpg,140
augmented_set/3679_cutthumbnail.jpg,167
augmented_set/167_translate.jpg,6
augmented_set/3831_translate.jpg,185
augmented_set/3764_cutthumbnail.jpg,176
augmented_set/3796_noise.jpg,180
augmented_set/3594_cutthumbnail.jpg,159
augmented_set/2922_flip.jpg,113
augmented_set/489_cutmix.jpg,17
augmented_set/2410_cutmix.jpg,88
augmented_set/1704_original.jpg,58
augmented_set/2435_noise.jpg,89
augmented_set/3121_selfaugment.jpg,125
augmented_set/3008_rotate.jpg,118
augmented_set/3276_cutmix.jpg,135
augmented_set/510_cutmix.jpg,17
augmented_set/2335_flip.jpg,84
augmented_set/99_noise.jpg,3
augmented_set/956_rotate.jpg,32
augmented_set/3010_translate.jpg,118
augmented_set/3772_translate.jpg,177
augmented_set/3500_cutthumbnail.jpg,151
augmented_set/2966_selfaugment.jpg,116
augmented_set/2793_noise.jpg,106
augmented_set/2915_selfaugment.jpg,113
augmented_set/1991_cutmix.jpg,70
augmented_set/169_cutthumbnail.jpg,6
augmented_set/3816_flip.jpg,183
augmented_set/3439_cutmix.jpg,146
augmented_set/313_original.jpg,11
augmented_set/986_flip.jpg,33
augmented_set/1957_flip.jpg,68
augmented_set/3789_original.jpg,179
augmented_set/3884_brighten.jpg,193
augmented_set/3396_flip.jpg,143
augmented_set/1095_rotate.jpg,37
augmented_set/2177_selfaugment.jpg,77
augmented_set/654_flip.jpg,22
augmented_set/2333_translate.jpg,84
augmented_set/3824_brighten.jpg,184
augmented_set/1123_rotate.jpg,38
augmented_set/78_rotate.jpg,3
augmented_set/3429_brighten.jpg,146
augmented_set/3874_noise.jpg,191
augmented_set/2634_brighten.jpg,98
augmented_set/3694_brighten.jpg,169
augmented_set/3372_noise.jpg,141
augmented_set/1108_original.jpg,37
augmented_set/3858_cutmix.jpg,189
augmented_set/2960_rotate.jpg,115
augmented_set/400_flip.jpg,14
augmented_set/1535_selfaugment.jpg,52
augmented_set/2891_cutmix.jpg,112
augmented_set/3448_noise.jpg,147
augmented_set/2400_brighten.jpg,87
augmented_set/1072_original.jpg,36
augmented_set/2464_rotate.jpg,90
augmented_set/1393_translate.jpg,47
augmented_set/3781_translate.jpg,178
augmented_set/3562_flip.jpg,156
augmented_set/3573_brighten.jpg,157
augmented_set/1772_original.jpg,61
augmented_set/1606_flip.jpg,55
augmented_set/1229_original.jpg,41
augmented_set/3749_translate.jpg,175
augmented_set/1760_flip.jpg,61
augmented_set/3812_translate.jpg,182
augmented_set/2804_cutthumbnail.jpg,107
augmented_set/3797_cutmix.jpg,180
augmented_set/2104_cutthumbnail.jpg,74
augmented_set/71_noise.jpg,3
augmented_set/1119_noise.jpg,37
augmented_set/3251_flip.jpg,133
augmented_set/875_brighten.jpg,29
augmented_set/3386_selfaugment.jpg,142
augmented_set/1952_rotate.jpg,68
augmented_set/2821_original.jpg,108
augmented_set/2807_brighten.jpg,107
augmented_set/3717_noise.jpg,171
augmented_set/3670_translate.jpg,166
augmented_set/2094_noise.jpg,74
augmented_set/2573_cutmix.jpg,95
augmented_set/1576_brighten.jpg,54
augmented_set/3847_selfaugment.jpg,187
augmented_set/1531_flip.jpg,52
augmented_set/2247_rotate.jpg,80
augmented_set/359_flip.jpg,13
augmented_set/3909_flip.jpg,197
augmented_set/453_cutmix.jpg,15
augmented_set/1571_selfaugment.jpg,53
augmented_set/1512_translate.jpg,51
augmented_set/2021_noise.jpg,71
augmented_set/3877_selfaugment.jpg,192
augmented_set/636_cutthumbnail.jpg,21
augmented_set/2876_translate.jpg,111
augmented_set/3618_translate.jpg,161
augmented_set/837_cutmix.jpg,28
augmented_set/3374_selfaugment.jpg,142
augmented_set/2637_rotate.jpg,98
augmented_set/3378_brighten.jpg,142
augmented_set/3664_translate.jpg,166
augmented_set/2235_translate.jpg,80
augmented_set/328_rotate.jpg,12
augmented_set/3526_noise.jpg,153
augmented_set/249_translate.jpg,9
augmented_set/2733_cutmix.jpg,103
augmented_set/3557_cutthumbnail.jpg,156
augmented_set/3119_original.jpg,125
augmented_set/3643_noise.jpg,164
augmented_set/802_cutmix.jpg,27
augmented_set/3468_flip.jpg,149
augmented_set/2356_noise.jpg,85
augmented_set/2198_noise.jpg,78
augmented_set/3880_cutthumbnail.jpg,192
augmented_set/2697_cutmix.jpg,101
augmented_set/785_original.jpg,26
augmented_set/1368_cutthumbnail.jpg,46
augmented_set/722_translate.jpg,24
augmented_set/2374_rotate.jpg,86
augmented_set/188_cutmix.jpg,7
augmented_set/2897_translate.jpg,112
augmented_set/458_cutmix.jpg,16
augmented_set/3751_cutmix.jpg,175
augmented_set/3837_cutmix.jpg,186
augmented_set/898_flip.jpg,30
augmented_set/2984_selfaugment.jpg,117
augmented_set/2545_selfaugment.jpg,94
augmented_set/1729_rotate.jpg,59
augmented_set/2978_translate.jpg,116
augmented_set/3600_flip.jpg,160
augmented_set/3578_flip.jpg,158
augmented_set/2389_flip.jpg,87
augmented_set/208_noise.jpg,8
augmented_set/2287_cutthumbnail.jpg,82
augmented_set/2728_cutthumbnail.jpg,103
augmented_set/870_noise.jpg,29
augmented_set/3421_translate.jpg,145
augmented_set/2943_noise.jpg,114
augmented_set/406_brighten.jpg,14
augmented_set/3136_rotate.jpg,126
augmented_set/2814_selfaugment.jpg,107
augmented_set/2977_cutmix.jpg,116
augmented_set/1343_original.jpg,45
augmented_set/3757_cutthumbnail.jpg,176
augmented_set/2255_original.jpg,81
augmented_set/3605_translate.jpg,160
augmented_set/997_brighten.jpg,33
augmented_set/3710_rotate.jpg,170
augmented_set/1490_original.jpg,50
augmented_set/1335_translate.jpg,45
augmented_set/2016_noise.jpg,71
augmented_set/3693_flip.jpg,169
augmented_set/466_translate.jpg,16
augmented_set/1467_translate.jpg,50
augmented_set/2831_cutmix.jpg,108
augmented_set/20_selfaugment.jpg,1
augmented_set/1588_translate.jpg,54
augmented_set/580_original.jpg,20
augmented_set/1177_rotate.jpg,39
augmented_set/3553_cutthumbnail.jpg,156
augmented_set/1951_translate.jpg,68
augmented_set/1192_noise.jpg,40
augmented_set/3687_flip.jpg,168
augmented_set/3779_cutthumbnail.jpg,178
augmented_set/2995_cutthumbnail.jpg,117
augmented_set/3907_cutmix.jpg,197
augmented_set/3803_cutmix.jpg,181
augmented_set/3859_original.jpg,189
augmented_set/3446_translate.jpg,147
augmented_set/163_rotate.jpg,6
augmented_set/819_brighten.jpg,27
augmented_set/1925_brighten.jpg,67
augmented_set/3466_cutthumbnail.jpg,148
augmented_set/3453_cutthumbnail.jpg,147
augmented_set/2541_cutthumbnail.jpg,94
augmented_set/2851_noise.jpg,109
augmented_set/3373_original.jpg,141
augmented_set/902_original.jpg,30
augmented_set/3679_selfaugment.jpg,167
augmented_set/3558_selfaugment.jpg,156
augmented_set/3265_noise.jpg,134
augmented_set/2317_brighten.jpg,83
augmented_set/1775_rotate.jpg,61
augmented_set/2564_cutmix.jpg,95
