id,label
745,10
746,16
747,16
748,16
749,10
750,10
751,16
752,95
753,16
754,44
755,17
756,10
757,44
758,96
759,177
760,37
761,17
762,16
763,89
764,96
765,16
766,16
767,89
768,37
769,130
770,16
771,44
772,96
773,44
774,17
775,106
776,16
777,130
778,44
779,16
780,16
781,44
782,16
783,177
784,16
785,17
786,17
787,24
788,44
789,16
790,16
791,44
792,17
793,177
794,44
795,96
796,16
797,16
798,44
799,16
800,44
801,16
802,16
803,177
804,96
805,44
806,139
807,44
808,44
809,187
810,17
811,16
812,16
813,44
814,44
815,177
816,16
817,16
818,16
819,17
820,44
821,16
822,16
823,10
824,16
825,44
826,16
827,96
828,16
829,10
830,16
831,16
832,26
833,37
834,16
835,44
836,16
837,89
838,16
839,1
840,10
841,16
842,16
843,44
844,16
845,24
846,24
847,96
848,16
849,16
850,16
851,44
852,106
853,16
854,16
855,177
856,16
857,27
858,17
859,16
860,10
861,44
862,16
863,10
864,10
865,130
866,16
867,9
868,96
869,16
870,10
871,16
872,10
873,16
874,16
875,44
876,89
877,16
878,16
879,16
880,44
881,17
882,44
883,16
884,44
885,16
886,17
887,16
888,16
889,17
890,16
891,161
892,187
893,17
894,16
895,17
896,10
897,16
898,16
899,130
900,30
901,55
902,177
903,130
904,16
905,16
906,70
907,44
908,44
909,96
910,16
911,16
912,16
913,17
914,10
915,16
916,16
917,10
918,16
919,16
920,44
921,44
922,177
923,16
924,10
925,26
926,44
927,58
928,9
929,16
930,17
931,44
932,44
933,17
934,16
935,139
936,44
937,89
938,16
939,130
940,96
941,44
942,16
943,48
944,177
945,17
946,44
947,16
948,130
949,17
950,96
951,37
952,96
953,16
954,10
955,30
956,16
957,44
958,200
959,44
960,44
961,30
962,24
963,10
964,96
965,17
966,44
967,30
968,177
969,96
970,17
971,67
972,96
973,16
974,16
975,44
976,130
977,16
978,16
979,125
980,96
981,161
982,16
983,16
984,17
985,16
986,16
987,37
988,44
989,96
990,16
991,14
992,9
993,16
994,16
995,177
996,96
997,26
998,165
999,16
1000,16
1001,16
1002,10
1003,44
1004,17
1005,30
1006,10
1007,16
1008,96
1009,55
1010,17
1011,16
1012,16
1013,16
1014,44
1015,44
1016,16
1017,177
1018,10
1019,44
1020,16
1021,16
1022,95
1023,44
1024,10
1025,177
1026,16
1027,16
1028,177
1029,16
1030,16
1031,44
1032,16
1033,177
1034,44
1035,44
1036,10
1037,44
1038,16
1039,10
1040,17
1041,44
1042,44
1043,17
1044,16
1045,177
1046,10
1047,17
1048,10
1049,10
1050,44
1051,177
1052,17
1053,44
1054,44
1055,16
1056,143
1057,16
1058,17
1059,16
1060,16
1061,16
1062,130
1063,177
1064,16
1065,17
1066,44
1067,67
1068,44
1069,96
1070,44
1071,16
1072,44
1073,16
1074,17
1075,17
1076,9
1077,16
1078,16
1079,139
1080,16
1081,16
1082,16
1083,44
1084,10
1085,16
1086,17
1087,16
1088,177
1089,16
1090,16
1091,44
1092,16
1093,16
1094,83
1095,177
1096,16
1097,10
1098,44
1099,44
1100,16
1101,10
1102,16
1103,16
1104,10
1105,16
1106,177
1107,17
1108,16
1109,16
1110,9
1111,96
1112,44
1113,16
1114,130
1115,44
1116,16
1117,1
1118,16
1119,16
1120,96
1121,16
1122,17
1123,17
1124,177
1125,16
1126,37
1127,16
1128,17
1129,17
1130,17
1131,10
1132,44
1133,16
1134,17
1135,16
1136,17
1137,44
1138,44
1139,17
1140,16
1141,16
1142,17
1143,44
1144,44
1145,44
1146,16
1147,16
1148,17
1149,16
1150,16
1151,17
1152,16
1153,96
1154,16
1155,130
1156,130
1157,44
1158,96
1159,10
1160,44
1161,10
1162,16
1163,106
1164,17
1165,44
1166,16
1167,17
1168,17
1169,44
1170,16
1171,177
1172,16
1173,96
1174,16
1175,17
1176,17
1177,17
1178,44
1179,44
1180,17
1181,44
1182,16
1183,16
1184,44
1185,44
1186,24
1187,12
1188,10
1189,2
1190,139
1191,16
1192,44
1193,16
1194,16
1195,16
1196,16
1197,17
1198,10
1199,16
1200,16
1201,96
1202,16
1203,16
1204,17
1205,16
1206,108
1207,44
1208,130
1209,139
1210,30
1211,17
1212,16
1213,177
1214,16
1215,44
1216,16
1217,44
1218,130
1219,24
1220,16
1221,16
1222,10
1223,177
1224,44
1225,16
1226,98
1227,12
1228,44
1229,16
1230,10
1231,10
1232,16
1233,44
1234,89
1235,83
1236,16
1237,16
1238,17
1239,16
1240,44
1241,10
1242,16
1243,26
1244,16
1245,95
1246,16
1247,48
1248,44
1249,16
1250,44
1251,16
1252,44
1253,37
1254,130
1255,26
1256,30
1257,16
1258,16
1259,95
1260,16
1261,17
1262,16
1263,44
1264,177
1265,96
1266,26
1267,44
1268,17
1269,32
1270,44
1271,89
1272,96
1273,17
1274,16
1275,16
1276,177
1277,44
1278,16
1279,16
1280,16
1281,17
1282,44
1283,16
1284,96
1285,17
1286,10
1287,106
1288,16
1289,16
1290,17
1291,44
1292,17
1293,16
1294,96
1295,44
1296,44
1297,44
1298,27
1299,16
1300,16
1301,44
1302,16
1303,16
1304,16
1305,177
1306,17
1307,44
1308,16
1309,16
1310,96
1311,44
1312,30
1313,44
1314,44
1315,37
1316,16
1317,17
1318,96
1319,44
1320,16
1321,37
1322,16
1323,10
1324,16
1325,16
1326,16
1327,16
1328,10
1329,106
1330,16
1331,177
1332,44
1333,16
1334,95
1335,16
1336,17
1337,16
1338,130
1339,44
1340,16
1341,130
1342,10
1343,10
1344,16
1345,44
1346,16
1347,17
1348,10
1349,177
1350,96
1351,16
1352,10
1353,70
1354,16
1355,44
1356,44
1357,10
1358,44
1359,16
1360,16
1361,16
1362,24
1363,44
1364,16
1365,96
1366,130
1367,16
1368,48
1369,16
1370,44
1371,83
1372,16
1373,44
1374,17
1375,16
1376,16
1377,16
1378,30
1379,10
1380,16
1381,16
1382,16
1383,95
1384,16
1385,16
1386,17
1387,10
1388,27
1389,130
1390,16
1391,48
1392,30
1393,68
1394,44
1395,16
1396,16
1397,16
1398,17
1399,16
1400,106
1401,10
1402,16
1403,17
1404,96
1405,16
1406,30
1407,16
1408,44
1409,10
1410,16
1411,16
1412,177
1413,16
1414,17
1415,16
1416,16
1417,44
1418,44
1419,37
1420,16
1421,177
1422,177
1423,16
1424,16
1425,16
1426,48
1427,16
1428,16
1429,44
1430,10
1431,96
1432,44
1433,10
1434,161
1435,17
1436,16
1437,10
1438,16
1439,16
1440,89
1441,89
1442,16
1443,95
1444,16
1445,177
1446,16
1447,44
1448,16
1449,16
1450,16
1451,10
1452,16
1453,44
1454,44
1455,10
1456,96
1457,16
1458,10
1459,44
1460,44
1461,16
1462,17
1463,44
1464,16
1465,96
1466,87
1467,44
1468,44
1469,16
1470,10
1471,10
1472,16
1473,10
1474,16
1475,17
1476,16
1477,16
1478,95
1479,16
1480,10
1481,44
1482,10
1483,17
1484,130
1485,16
1486,17
1487,17
1488,44
1489,10
1490,10
1491,17
1492,16
1493,37
1494,44
1495,16
1496,44
1497,69
1498,17
1499,16
1500,10
1501,16
1502,96
1503,10
1504,44
1505,16
1506,44
1507,44
1508,16
1509,16
1510,16
1511,16
1512,161
1513,17
1514,27
1515,17
1516,17
1517,44
1518,47
1519,27
1520,10
1521,44
1522,16
1523,89
1524,44
1525,30
1526,16
1527,16
1528,26
1529,16
1530,106
1531,16
1532,44
1533,16
1534,96
1535,27
1536,10
1537,16
1538,96
1539,89
1540,17
1541,16
1542,130
1543,44
1544,37
1545,17
1546,37
1547,17
1548,44
1549,44
1550,177
1551,10
1552,16
1553,16
1554,17
1555,130
1556,96
1557,17
1558,30
1559,16
1560,26
1561,17
1562,44
1563,10
1564,16
1565,96
1566,16
1567,44
1568,16
1569,177
1570,16
1571,16
1572,16
1573,16
1574,177
1575,16
1576,16
1577,16
1578,177
1579,96
1580,44
1581,16
1582,16
1583,95
1584,89
1585,16
1586,37
1587,42
1588,44
1589,16
1590,44
1591,16
1592,10
1593,16
1594,44
1595,44
1596,16
1597,16
1598,177
1599,16
1600,16
1601,16
1602,26
1603,27
1604,16
1605,16
1606,16
1607,96
1608,16
1609,16
1610,17
1611,24
1612,16
1613,10
1614,44
1615,16
1616,17
1617,17
1618,44
1619,44
1620,44
1621,17
1622,16
1623,16
1624,44
1625,16
1626,37
1627,51
1628,44
1629,16
1630,27
1631,96
1632,89
1633,16
1634,62
1635,16
1636,44
1637,44
1638,177
1639,16
1640,16
1641,16
1642,17
1643,16
1644,17
1645,130
1646,10
1647,96
1648,10
1649,16
1650,16
1651,16
1652,44
1653,2
1654,17
1655,44
1656,16
1657,10
1658,44
1659,95
1660,44
1661,16
1662,30
1663,147
1664,16
1665,17
1666,44
1667,16
1668,24
1669,44
1670,139
1671,17
1672,96
1673,17
1674,17
1675,44
1676,17
1677,16
1678,16
1679,16
1680,17
1681,44
1682,130
1683,177
1684,98
1685,16
1686,44
1687,9
1688,30
1689,10
1690,16
1691,16
1692,16
1693,44
1694,16
1695,44
1696,16
1697,89
1698,16
1699,16
1700,16
1701,44
1702,10
1703,17
1704,42
1705,16
1706,16
1707,30
1708,44
1709,96
1710,16
1711,44
1712,16
1713,36
1714,16
1715,16
1716,16
1717,44
1718,44
1719,130
1720,139
1721,75
1722,16
1723,16
1724,16
1725,17
1726,16
1727,16
1728,16
1729,44
1730,96
1731,44
1732,177
1733,16
1734,106
1735,44
1736,69
1737,96
1738,106
1739,44
1740,44
1741,44
1742,16
1743,10
1744,16
1745,16
1746,10
1747,177
1748,16
1749,130
1750,16
1751,95
1752,36
1753,44
1754,32
1755,16
1756,37
1757,17
1758,16
1759,44
1760,53
1761,37
1762,177
1763,106
1764,177
1765,17
1766,181
1767,96
1768,44
1769,37
1770,16
1771,177
1772,16
1773,96
1774,16
1775,96
1776,16
1777,10
1778,16
1779,44
1780,16
1781,44
1782,96
1783,16
1784,44
1785,16
1786,16
1787,16
1788,16
1789,96
1790,16
1791,96
1792,17
1793,161
1794,16
1795,44
1796,44
1797,9
1798,16
1799,44
1800,17
1801,16
1802,96
1803,16
1804,16
1805,17
1806,177
1807,16
1808,44
1809,16
1810,17
1811,16
1812,10
1813,106
1814,16
1815,16
1816,16
1817,16
1818,16
1819,30
1820,96
1821,16
1822,188
1823,16
1824,16
1825,16
1826,16
1827,17
1828,16
1829,98
1830,16
1831,44
1832,16
1833,16
1834,96
1835,16
1836,17
1837,16
1838,44
1839,16
1840,44
1841,16
1842,16
1843,16
1844,177
1845,44
1846,10
1847,16
1848,10
1849,177
1850,16
1851,44
1852,16
1853,17
1854,130
1855,44
1856,17
1857,95
1858,17
1859,17
1860,17
1861,16
1862,44
1863,16
1864,37
1865,44
1866,44
1867,16
1868,17
1869,16
1870,200
1871,17
1872,16
1873,44
1874,89
1875,43
1876,16
1877,16
1878,16
1879,44
1880,96
1881,44
1882,96
1883,139
1884,95
1885,17
1886,16
1887,96
1888,96
1889,26
1890,44
1891,16
1892,130
1893,44
1894,106
1895,16
1896,17
1897,16
1898,10
1899,16
1900,44
1901,16
1902,27
1903,16
1904,16
1905,16
1906,16
1907,30
1908,16
1909,30
1910,139
1911,16
1912,44
1913,16
1914,96
1915,44
1916,96
1917,17
1918,16
1919,16
1920,96
1921,16
1922,139
1923,10
1924,16
1925,16
1926,16
1927,200
1928,44
1929,10
1930,139
1931,30
1932,16
1933,16
1934,16
1935,58
1936,44
1937,17
1938,68
1939,44
1940,17
1941,16
1942,96
1943,130
1944,16
1945,17
1946,44
1947,17
1948,44
1949,17
1950,16
1951,16
1952,44
1953,130
1954,10
1955,17
1956,16
1957,30
1958,96
1959,16
1960,16
1961,44
1962,16
1963,16
1964,57
1965,37
1966,139
1967,16
1968,177
1969,177
1970,200
1971,16
1972,44
1973,17
1974,16
1975,10
1976,16
1977,16
1978,10
1979,177
1980,16
1981,59
1982,16
1983,10
1984,1
1985,16
1986,95
1987,96
1988,16
1989,44
1990,96
1991,17
1992,44
1993,69
1994,17
1995,95
1996,16
1997,44
1998,44
1999,16
2000,16
2001,96
2002,17
2003,16
2004,44
2005,24
2006,16
2007,14
2008,68
2009,16
2010,200
2011,16
2012,42
2013,17
2014,143
2015,10
2016,200
2017,44
2018,16
2019,16
2020,17
2021,16
2022,16
2023,44
2024,96
2025,161
2026,16
2027,16
2028,16
2029,16
2030,44
2031,16
2032,89
2033,16
2034,177
2035,16
2036,10
2037,10
2038,17
2039,17
2040,44
2041,10
2042,16
2043,106
2044,177
2045,16
2046,44
2047,44
2048,16
2049,17
2050,16
2051,109
2052,17
2053,16
2054,44
2055,10
2056,17
2057,44
2058,16
2059,16
2060,17
2061,96
2062,16
2063,16
2064,17
2065,139
2066,130
2067,16
2068,16
2069,16
2070,16
2071,43
2072,200
2073,17
2074,161
2075,17
2076,16
2077,96
2078,16
2079,44
2080,16
2081,16
2082,177
2083,44
2084,16
2085,177
2086,44
2087,106
2088,16
2089,17
2090,16
2091,24
2092,96
2093,16
2094,16
2095,96
2096,44
2097,44
2098,177
2099,16
2100,17
2101,16
2102,16
2103,16
2104,10
2105,44
2106,48
2107,130
2108,130
2109,130
2110,16
2111,44
2112,9
2113,69
2114,139
2115,16
2116,17
2117,16
2118,16
2119,96
2120,177
2121,16
2122,16
2123,16
2124,16
2125,16
2126,16
2127,16
2128,130
2129,16
2130,10
2131,89
2132,16
2133,16
2134,10
2135,10
2136,10
2137,16
2138,44
2139,10
2140,16
2141,44
2142,16
2143,177
2144,70
2145,16
2146,96
2147,16
2148,16
2149,16
2150,141
2151,10
2152,96
2153,16
2154,27
2155,44
2156,16
2157,130
2158,16
2159,16
2160,10
2161,139
2162,44
2163,44
2164,16
2165,177
2166,16
2167,10
2168,139
2169,17
2170,44
2171,16
2172,16
2173,96
2174,16
2175,16
2176,10
2177,44
2178,177
2179,16
2180,27
2181,16
2182,16
2183,177
2184,16
2185,16
2186,16
2187,130
2188,17
2189,44
2190,16
2191,43
2192,44
2193,16
2194,98
2195,96
2196,96
2197,16
2198,44
2199,17
2200,16
2201,16
2202,24
2203,17
2204,16
2205,16
2206,44
2207,16
2208,44
2209,119
2210,17
2211,44
2212,44
2213,177
2214,44
2215,17
2216,10
2217,44
2218,16
2219,16
2220,26
2221,42
2222,44
2223,16
2224,69
2225,44
2226,17
2227,44
2228,44
2229,38
2230,17
2231,10
2232,16
2233,17
2234,16
2235,44
2236,16
2237,44
2238,17
2239,130
2240,16
2241,15
2242,16
2243,89
2244,10
2245,44
2246,16
2247,16
2248,96
2249,10
2250,16
2251,17
2252,89
2253,10
2254,96
2255,44
2256,130
2257,95
2258,16
2259,200
2260,16
2261,96
2262,16
2263,10
2264,16
2265,16
2266,106
2267,10
2268,44
2269,16
2270,96
2271,17
2272,16
2273,16
2274,10
2275,95
2276,130
2277,10
2278,130
2279,96
2280,177
2281,139
2282,89
2283,10
2284,44
2285,16
2286,16
2287,17
2288,44
2289,130
2290,16
2291,96
2292,44
2293,16
2294,44
2295,12
2296,10
2297,10
2298,16
2299,16
2300,16
2301,16
2302,96
2303,16
2304,16
2305,16
2306,16
2307,17
2308,16
2309,16
2310,16
2311,16
2312,16
2313,130
2314,16
2315,17
2316,10
2317,16
2318,16
2319,16
2320,16
2321,16
2322,89
2323,44
2324,177
2325,177
2326,16
2327,16
2328,165
2329,16
2330,44
2331,17
2332,16
2333,16
2334,10
2335,44
2336,16
2337,17
2338,16
2339,16
2340,177
2341,119
2342,16
2343,16
2344,44
2345,44
2346,16
2347,16
2348,16
2349,14
2350,96
2351,44
2352,16
2353,130
2354,16
2355,10
2356,10
2357,10
2358,89
2359,96
2360,177
2361,106
2362,16
2363,10
2364,96
2365,16
2366,44
2367,16
2368,44
2369,17
2370,130
2371,16
2372,16
2373,44
2374,17
2375,44
2376,16
2377,10
2378,16
2379,16
2380,177
2381,16
2382,44
2383,58
2384,24
2385,16
2386,96
2387,17
2388,26
2389,44
2390,17
2391,44
2392,44
2393,16
2394,16
2395,44
2396,24
2397,44
2398,16
2399,16
2400,16
2401,130
2402,44
2403,17
2404,16
2405,89
2406,37
2407,44
2408,16
2409,96
2410,16
2411,96
2412,44
2413,16
2414,44
2415,16
2416,44
2417,16
2418,10
2419,44
2420,44
2421,16
2422,130
2423,44
2424,16
2425,44
2426,57
2427,17
2428,70
2429,44
2430,44
2431,16
2432,200
2433,130
2434,16
2435,16
2436,16
2437,44
2438,44
2439,181
2440,16
2441,177
2442,139
2443,12
2444,177
2445,130
2446,177
2447,44
2448,17
2449,10
2450,16
2451,10
2452,44
2453,16
2454,44
2455,96
2456,16
2457,44
2458,17
2459,106
2460,44
2461,16
2462,44
2463,10
2464,17
2465,16
2466,177
2467,17
2468,17
2469,16
2470,16
2471,10
2472,16
2473,96
2474,17
2475,16
2476,139
2477,16
2478,16
2479,89
2480,16
2481,16
2482,16
2483,30
2484,10
2485,16
2486,16
2487,130
2488,16
2489,16
2490,16
2491,177
2492,187
2493,16
2494,96
2495,44
2496,10
2497,16
2498,16
2499,37
2500,44
2501,44
2502,44
2503,44
2504,16
2505,16
2506,44
2507,16
2508,44
2509,58
2510,16
2511,139
2512,16
2513,16
2514,139
2515,44
2516,27
2517,16
2518,177
2519,16
2520,96
2521,17
2522,16
2523,16
2524,16
2525,16
2526,32
2527,16
2528,177
2529,96
2530,10
2531,37
2532,177
2533,17
2534,37
2535,10
2536,44
2537,16
2538,10
2539,161
2540,17
2541,16
2542,10
2543,16
2544,16
2545,58
2546,96
2547,36
2548,44
2549,96
2550,16
2551,16
2552,177
2553,69
2554,44
2555,98
2556,177
2557,106
2558,130
2559,10
2560,44
2561,177
2562,16
2563,10
2564,16
2565,16
2566,16
2567,67
2568,44
2569,16
2570,44
2571,16
2572,96
2573,16
2574,16
2575,177
2576,96
2577,96
2578,62
2579,139
2580,16
2581,96
2582,16
2583,30
2584,16
2585,10
2586,177
2587,130
2588,69
2589,89
2590,130
2591,16
2592,44
2593,44
2594,44
2595,44
2596,96
2597,96
2598,96
2599,10
2600,30
2601,96
2602,10
2603,16
2604,16
2605,17
2606,16
2607,17
2608,177
2609,17
2610,16
2611,9
2612,16
2613,16
2614,44
2615,16
2616,16
2617,16
2618,16
2619,16
2620,16
2621,177
2622,10
2623,16
2624,106
2625,44
2626,16
2627,16
2628,98
2629,16
2630,16
2631,177
2632,95
2633,16
2634,96
2635,16
2636,16
2637,96
2638,96
2639,16
2640,83
2641,44
2642,89
2643,14
2644,96
2645,14
2646,16
2647,96
2648,44
2649,16
2650,16
2651,16
2652,30
2653,16
2654,2
2655,16
2656,16
2657,96
2658,16
2659,24
2660,37
2661,16
2662,37
2663,16
2664,10
2665,106
2666,17
2667,16
2668,16
2669,44
2670,24
2671,16
2672,44
2673,44
2674,141
2675,16
2676,43
2677,96
2678,106
2679,16
2680,10
2681,16
2682,44
2683,44
2684,177
2685,198
2686,96
2687,106
2688,16
2689,44
2690,16
2691,16
2692,16
2693,16
2694,17
2695,16
2696,10
2697,44
2698,17
2699,44
2700,130
2701,16
2702,16
2703,16
2704,16
2705,16
2706,96
2707,200
2708,10
2709,89
2710,17
2711,109
2712,96
2713,96
2714,16
2715,16
2716,17
2717,44
2718,44
2719,44
2720,44
2721,177
2722,16
2723,16
2724,16
2725,16
2726,16
2727,16
2728,16
2729,177
2730,96
2731,17
2732,17
2733,10
2734,16
2735,17
2736,10
2737,89
2738,16
2739,16
2740,16
2741,16
2742,16
2743,96
2744,16
2745,16
2746,17
2747,10
2748,139
2749,44
2750,16
2751,16
2752,16
2753,95
2754,16
2755,89
2756,9
2757,177
2758,44
2759,37
2760,44
2761,10
2762,44
2763,16
2764,44
2765,139
2766,17
2767,16
2768,44
2769,16
2770,17
2771,16
2772,24
2773,44
2774,17
2775,44
2776,44
2777,96
2778,177
2779,44
2780,14
2781,17
2782,138
2783,16
2784,10
2785,16
2786,96
2787,16
2788,177
2789,161
2790,16
2791,16
2792,44
2793,96
2794,16
2795,130
2796,12
2797,16
2798,16
2799,96
2800,9
2801,44
2802,44
2803,10
2804,138
2805,16
2806,44
2807,44
2808,16
2809,16
2810,177
2811,44
2812,44
2813,16
2814,16
2815,106
2816,16
2817,16
2818,16
2819,17
2820,16
2821,44
2822,82
2823,16
2824,130
2825,16
2826,16
2827,16
2828,44
2829,17
2830,16
2831,89
2832,16
2833,17
2834,17
2835,130
2836,16
2837,95
2838,16
2839,96
2840,177
2841,16
2842,1
2843,177
2844,17
2845,44
2846,16
2847,16
2848,44
2849,16
2850,139
2851,16
2852,44
2853,27
2854,16
2855,130
2856,44
2857,58
2858,16
2859,16
2860,10
2861,44
2862,42
2863,177
2864,44
2865,37
2866,17
2867,17
2868,16
2869,95
2870,17
2871,44
2872,44
2873,16
2874,35
2875,44
2876,177
2877,17
2878,130
2879,10
2880,16
2881,10
2882,17
2883,10
2884,16
2885,17
2886,10
2887,89
2888,44
2889,44
2890,10
2891,30
2892,16
2893,10
2894,16
2895,16
2896,17
2897,10
2898,96
2899,24
2900,16
2901,16
2902,96
2903,16
2904,16
2905,130
2906,16
2907,106
2908,16
2909,17
2910,16
2911,177
2912,10
2913,17
2914,16
2915,16
2916,10
2917,44
2918,200
2919,10
2920,96
2921,89
2922,17
2923,16
2924,44
2925,16
2926,98
2927,95
2928,16
2929,44
2930,130
2931,17
2932,30
2933,96
2934,16
2935,9
2936,16
2937,16
2938,16
2939,10
2940,16
2941,89
2942,16
2943,44
2944,16
2945,16
2946,44
2947,10
2948,16
2949,16
2950,106
2951,44
2952,44
2953,177
2954,16
2955,16
2956,96
2957,96
2958,44
2959,67
2960,16
2961,16
2962,44
2963,44
2964,16
2965,16
2966,96
2967,37
2968,16
2969,16
2970,16
2971,17
2972,16
2973,16
2974,16
2975,16
2976,10
2977,16
2978,200
2979,17
2980,16
2981,44
2982,44
2983,16
2984,16
2985,10
2986,10
2987,16
2988,44
2989,177
2990,44
2991,96
2992,10
2993,177
2994,16
2995,16
2996,89
2997,44
2998,89
